-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-nan -nan -nan -nan
-0.00323619 -0.0103482 0.714609 -0.69944
0.0328927 -0.0211966 0.714867 -0.698165
0.0464022 -0.0178043 0.712907 -0.699495
0.000370058 -0.00359254 0.709226 -0.704972
0.00369733 0.0358647 0.705154 0.708136
-0.0393148 0.0273759 -0.703874 0.708707
-0.0377069 0.0222247 -0.700806 0.712008
-0.046737 -0.0176691 -0.698106 0.714249
0.00083476 -0.00400503 -0.693837 0.72012
0.0219796 0.0114455 -0.692485 0.721007
0.00685071 -9.64119e-05 -0.690641 0.723166
0.161802 -0.101043 -0.670299 0.717154
-0.0612283 -0.00550262 -0.689994 0.7212
-0.122221 -0.0139478 0.88504 -0.448967
-0.122221 -0.0139478 0.88504 -0.448967
-0.0644093 -0.0132563 -0.684719 0.725834
-0.0641165 0.0354883 -0.683871 0.725914
-0.0641165 0.0354883 -0.683871 0.725914
-0.000771265 -0.0146066 -0.683357 0.729938
-0.0834385 -0.0342708 -0.685587 0.722381
-0.00389944 -0.028139 -0.683146 0.729729
0.175759 -0.0938598 -0.664518 0.720218
0.175759 -0.0938598 -0.664518 0.720218
0.0580554 -0.00824035 -0.697887 0.713804
-0.0626469 0.0279878 0.71444 -0.696324
0.17814 -0.0999738 -0.668661 0.714957
0.192067 -0.0999731 -0.667194 0.712719
-0.094813 -0.00792047 -0.694194 0.713472
-0.0422525 0.0068817 0.725877 -0.686491
-0.0119006 -0.0153055 -0.697078 0.716733
0.191106 -0.0709989 -0.680973 0.703358
-0.0607224 0.0070508 -0.702723 0.708832
-0.0504459 0.0610241 -0.703957 0.705816
-0.073267 0.0487285 -0.675041 0.732515
0.0775845 -0.0963553 0.7023 -0.70105
-0.122479 0.000474235 -0.70099 0.702575
-0.139663 -0.000607824 0.710248 -0.689958
-0.146899 0.0226811 -0.698984 0.69952
0.134729 -0.100942 0.698021 -0.696007
0.139744 -0.113258 0.696175 -0.694971
0.00738743 0.0116957 -0.704579 0.709491
-0.109777 -0.0322971 0.712248 -0.692538
-0.171846 0.0158887 -0.692491 0.70048
0.110057 -0.138234 0.697009 -0.694951
0.103241 -0.132676 0.698695 -0.695388
0.128436 -0.0717833 0.700415 -0.698405
0.130832 -0.0952691 0.699418 -0.696147
0.101556 -0.104892 0.703948 -0.695083
0.104119 -0.111584 0.705644 -0.691936
0.0126319 0.00123523 -0.69651 0.717434
0.0735493 -0.122348 0.711784 -0.687739
-0.0372753 0.00270974 0.721413 -0.691495
0.0813213 -0.0844485 0.717793 -0.686315
-0.0376771 -0.0952582 0.720697 -0.68564
0.00969107 -0.0638927 -0.62615 0.77702
-0.0141152 -0.0342786 -0.696624 0.716478
0.060294 -0.12705 0.728903 -0.670017
-0.0220952 0.00524775 0.74096 -0.671165
-0.0106931 0.0184697 0.74129 -0.670846
0.0667196 -0.0570007 0.739729 -0.667159
0.0667536 -0.059829 0.737122 -0.669788
0.0688004 -0.0651742 0.732231 -0.67443
0.0599818 -0.0654417 0.729824 -0.677847
0.0323661 -0.0276768 0.723817 -0.688676
-0.0233933 -0.0128852 0.716201 -0.697383
0.185912 -0.0959782 -0.687909 0.694987
0.189336 -0.122102 -0.677145 0.700513
-0.0334046 0.00685424 -0.702522 0.710845
0.24571 -0.171957 -0.647565 0.700512
0.245968 -0.177997 -0.644092 0.702113
0.252985 -0.182898 -0.636858 0.704953
0.271189 -0.206306 -0.629541 0.698264
0.108461 -0.205494 -0.672021 0.703133
0.0902355 -0.0770686 -0.673561 0.729543
0.0822855 -0.204973 -0.67668 0.702367
0.105532 -0.222389 -0.672783 0.697688
0.111938 -0.16444 -0.675658 0.70987
0.273852 -0.221983 -0.628681 0.693173
0.296579 -0.227886 -0.622774 0.687212
0.271412 -0.219749 -0.629873 0.693762
0.0722419 -0.196222 -0.685697 0.697207
0.317224 -0.244922 -0.613928 0.680054
0.0662684 -0.145284 -0.686034 0.709829
0.324804 -0.247147 -0.610588 0.678677
0.353813 -0.256955 -0.596519 0.67302
0.0689142 -0.156668 -0.686206 0.706984
0.045914 0.0285424 0.727812 -0.683643
0.0685063 -0.159896 -0.686716 0.705805
0.375499 -0.270759 -0.587698 0.663552
0.0622507 -0.14004 -0.691007 0.706416
0.371134 -0.275877 -0.592012 0.660055
0.384422 -0.272994 -0.590339 0.655129
0.366062 -0.276261 -0.599201 0.656229
0.365051 -0.283933 -0.606158 0.647064
-0.0710027 0.0932315 0.70412 -0.700344
-0.0491363 0.0752174 0.710776 -0.697657
-0.00855842 0.00128053 0.717421 -0.696586
0.0116053 -0.0216851 0.715672 -0.698004
0.0168065 -0.0337204 0.721577 -0.691309
-0.295126 0.206369 0.66947 -0.649709
-0.290619 0.197062 0.671204 -0.652834
0.0327425 0.0182525 0.731628 -0.680673
0.0419818 -0.0262129 0.727292 -0.684541
-0.271612 0.176305 0.674858 -0.663107
0.0527109 -0.0310731 0.721717 -0.689478
0.0385269 -0.0249056 0.715152 -0.697461
0.268103 -0.182549 -0.663455 0.674258
0.049889 0.00377469 0.709393 -0.703035
-0.0460605 0.00115236 -0.705109 0.7076
-0.0636225 -0.0405638 0.800935 -0.593978
-0.0593852 0.0194509 -0.695287 0.71601
-0.0617626 -0.00293941 -0.692825 0.71845
0.291889 -0.20128 -0.629793 0.691121
-0.071634 -0.0118485 -0.68499 0.724926
0.00873702 -0.0422254 -0.690539 0.722009
-0.0362385 -0.0203473 -0.700644 0.712299
-0.129998 -0.087843 0.723741 0.672
0.322952 -0.212489 -0.604271 0.696711
-0.00840672 -0.0542869 -0.690034 0.721689
0.00895233 -0.0344765 -0.671116 0.740496
0.0950126 -0.1433 -0.696268 0.696885
0.33851 -0.222564 -0.600666 0.689258
0.00112353 -0.00522505 -0.546099 0.837703
0.32476 -0.216523 -0.616788 0.683536
-0.111796 0.071449 -0.687706 0.713763
-0.127313 0.0314912 -0.695761 0.706199
0.280455 -0.17976 -0.651421 0.681675
0.275832 -0.166829 -0.657558 0.680956
0.264117 -0.155504 -0.666923 0.679171
0.017092 -0.0155511 0.714043 -0.699721
-0.255611 0.150972 0.677039 -0.673415
-0.103498 0.0444406 0.749007 -0.652917
-0.244521 0.145254 0.681131 -0.674664
-0.240672 0.139941 0.680253 -0.678048
-0.230438 0.137068 0.68398 -0.678441
0.0970831 -0.019553 0.714851 -0.692229
0.230227 -0.131205 -0.679234 0.684414
0.0763886 -0.0108111 0.710392 -0.699565
-0.0707151 0.0426428 0.730065 -0.67837
-0.0773491 -0.00123026 -0.703142 0.706829
-0.0658097 0.029542 -0.697277 0.713162
0.0399564 0.0115229 0.721838 -0.690811
0.0225404 -0.130881 -0.683463 0.717802
0.000742492 -0.00750208 -0.686647 0.726952
-0.0495464 0.00292005 -0.683369 0.728384
-0.0366914 0.0318333 -0.681574 0.730135
-0.0537614 0.0297562 -0.676012 0.734324
-0.0479459 0.0229732 -0.676087 0.734901
-0.0308969 -0.000650328 -0.673887 0.738187
-0.0563765 0.0397714 -0.670561 0.73864
-0.062177 0.0493418 -0.667724 0.740165
-0.0327208 -0.0187924 -0.665089 0.74581
-0.0660932 0.0736739 -0.666345 0.739046
-0.0882086 0.0675975 -0.665682 0.737914
0.18637 -0.117793 -0.647455 0.729516
-0.112041 0.070241 -0.661297 0.738376
-0.119509 0.104436 -0.654664 0.739071
0.197503 -0.1039 -0.639865 0.735371
-0.142601 0.0702596 -0.649649 0.743428
0.233729 -0.122077 -0.624109 0.735497
-0.160346 0.078835 -0.639925 0.747376
0.255775 -0.105419 -0.615867 0.737681
0.26906 -0.100665 -0.610864 0.737779
0.27295 -0.106435 -0.606761 0.738926
0.273068 -0.110939 -0.604376 0.740173
0.264353 -0.103864 -0.60237 0.745976
0.287909 -0.104827 -0.600481 0.738608
0.284323 -0.107888 -0.59707 0.742313
0.291212 -0.111347 -0.596545 0.739548
-0.0216475 -0.023765 -0.628787 0.776913
0.278778 -0.11408 -0.60177 0.73969
-0.0129229 -0.0304515 -0.633679 0.772888
0.273856 -0.107127 -0.60935 0.736355
0.277392 -0.108757 -0.613696 0.731165
0.257932 -0.104722 -0.623557 0.730535
0.248327 -0.0985717 -0.627381 0.731444
0.0537354 0.0137013 -0.662159 0.747309
0.0853642 0.145007 -0.675179 0.718205
-0.11796 -0.0575858 -0.659503 0.740152
0.0351289 0.061979 -0.670783 0.738224
0.19465 -0.061338 -0.656865 0.725863
0.066391 -0.0356463 -0.666294 0.741872
-0.0101053 0.00197214 0.71403 -0.700039
0.177937 -0.0629 -0.661041 0.726227
0.178968 -0.0618627 -0.660848 0.726239
0.190914 -0.064349 -0.657346 0.72616
0.0615146 0.162725 0.730319 0.660584
0.174219 -0.063281 -0.661372 0.726795
-0.164664 0.103512 -0.660614 0.725093
0.179912 -0.0655057 -0.660561 0.725948
0.171174 -0.0564401 -0.665244 0.724544
0.158594 -0.0405692 -0.67042 0.723698
-0.17438 0.109343 -0.664818 0.71809
0.178476 -0.0514178 -0.671099 0.717725
-0.145979 -0.0196329 -0.668426 0.729048
0.165731 -0.0368572 -0.6787 0.714522
0.000168237 -0.0365493 -0.686129 0.726561
0.165461 -0.0164995 -0.683205 0.711043
0.00493304 -0.0355318 -0.680731 0.731655
0.157554 -0.0123076 -0.687099 0.709168
0.143686 -0.0121199 -0.690203 0.709104
-0.0718007 0.0113128 -0.695937 0.714415
0.00362596 0.0175488 -0.692026 0.72165
0.125766 0.0103761 -0.69106 0.711696
0.104937 0.0233669 -0.693985 0.711918
0.116223 0.0323143 -0.694401 0.709405
0.102596 0.0362892 -0.696154 0.709596
0.104663 0.0378019 -0.696362 0.709011
-0.223386 0.106351 -0.664618 0.705033
0.00108878 -0.00457088 -0.69874 0.71536
0.0604977 0.0626211 -0.703792 0.70505
-0.206899 0.141889 -0.672907 0.695886
-0.0286427 -0.0765692 0.706476 -0.702999
-0.189503 0.131073 -0.679117 0.696928
-0.177261 0.12453 -0.678812 0.70163
-0.186249 0.10567 -0.676738 0.704393
0.002567 -0.000962726 0.709541 -0.704659
-0.157173 0.133941 -0.681425 0.702151
0.108782 0.0458754 -0.700127 0.70419
0.119488 0.0163283 -0.693987 0.709816
-0.033477 0.109378 0.748499 -0.653196
0.0202848 0.0327793 0.729392 0.683009
-0.0371337 0.00195477 -0.694371 0.718655
-0.0802303 0.037827 -0.686152 0.722031
-0.0653807 0.0412718 -0.686396 0.723106
-0.0963612 -0.0269166 -0.685955 0.720733
0.00300452 -0.00148209 0.708618 -0.705585
0.142777 0.00574146 0.773607 -0.617345
0.0314445 -0.0550974 0.807015 -0.587114
0.0401933 -0.068338 -0.66037 0.746743
-0.00546958 -0.00402517 -0.706702 0.707479
0.0198977 -0.00496116 -0.696871 0.716903
-0.0963176 0.0620719 -0.693526 0.71126
-0.0677711 0.106665 -0.695392 0.707432
0.0129364 0.0331793 -0.701437 0.711842
-0.10117 0.081783 -0.691477 0.710588
-0.0936319 0.0733269 -0.693284 0.710784
-0.0992438 0.0516648 -0.69136 0.713794
-0.0912339 0.0998416 -0.69184 0.709271
-0.131805 0.0873011 -0.688382 0.707909
-0.129471 0.120803 -0.687288 0.704471
0.102375 0.0164693 -0.699859 0.706715
0.000227001 0.00133313 -0.70482 0.709385
-0.010464 0.0059084 -0.703456 0.710637
0.158639 -0.0925431 0.695987 -0.69417
-0.124369 -0.00465365 0.713705 -0.689301
-0.147654 0.0176479 0.714485 -0.683665
0.0242943 -0.0240914 0.727373 -0.685389
0.0887913 0.118542 0.714226 -0.684065
0.142984 -0.0379016 0.732796 -0.664175
0.137497 -0.0360603 0.74251 -0.654579
0.124413 -0.0795262 0.751347 -0.643175
-0.156649 0.0581247 0.758711 -0.629634
0.135816 -0.0529508 0.770551 -0.620485
-0.120081 0.0503382 0.772815 -0.621131
0.132474 -0.0352845 0.792219 -0.594638
-0.135837 0.0617439 0.801102 -0.579631
-0.131833 0.0602305 0.808374 -0.570547
0.124769 -0.0456062 0.81713 -0.560937
0.123297 -0.0337524 0.82421 -0.551668
0.169654 0.00532241 0.824373 -0.539998
-0.14563 0.0678993 0.832994 -0.529436
0.163763 0.0255145 0.833408 -0.52722
-0.145133 0.0646119 0.838198 -0.521714
-0.083172 0.000979782 0.846137 -0.526435
-0.0741963 -0.0302253 0.8441 -0.530167
-0.164602 -0.19517 0.809799 -0.528244
-0.123907 -0.0051918 0.837201 -0.532648
0.0997053 -0.0893081 0.83119 -0.539635
0.216833 0.05725 0.807641 -0.545364
-0.160742 0.0116324 0.81147 -0.561733
-0.166505 0.0287363 0.801814 -0.573188
0.143476 -0.0461515 0.793341 -0.589826
-0.174629 0.0404519 0.779865 -0.599732
-0.201074 0.0609295 0.765902 -0.60766
-0.187779 0.068898 0.756826 -0.622259
-0.179895 0.0759032 0.745693 -0.637039
-0.188692 0.0761756 0.7392 -0.642009
-0.167306 0.0978333 0.73267 -0.652404
-0.177575 0.0754745 0.725923 -0.660157
-0.161351 0.0656207 0.724991 -0.66637
-0.188895 0.0776001 0.715885 -0.667687
0.019914 -0.0969691 -0.63819 0.763488
0.0856733 -0.0491135 0.808075 -0.580743
-0.207803 0.0826564 0.703728 -0.674354
-0.196974 0.0868788 0.704604 -0.676155
-0.199727 0.085835 0.703708 -0.676415
-0.0113026 -0.0274398 0.720201 -0.693131
-0.0269173 0.0129037 0.707406 -0.706177
-0.232457 0.10844 0.698922 -0.667617
-0.226769 0.0935444 0.701099 -0.669542
-0.0340357 -0.00548594 0.724562 -0.688347
-0.240054 0.0984577 0.699578 -0.665786
-0.249046 0.106653 0.69917 -0.661636
-0.141424 0.144842 0.696475 -0.688435
0.0120463 0.0218654 -0.69612 0.717492
-0.258914 0.104987 0.701528 -0.655591
-0.261161 0.111054 0.701398 -0.653837
0.165267 0.0131178 0.734659 -0.657868
0.0338512 0.00020189 0.744825 -0.666401
-0.259273 0.126822 0.7032 -0.649772
-0.0524352 -0.0393529 0.731217 -0.678988
-0.256038 0.116068 0.704792 -0.651338
-0.255929 0.128211 0.705191 -0.648667
-0.246226 0.127165 0.70614 -0.651588
-0.229122 0.118312 0.712337 -0.652749
-0.000401814 0.000464927 0.945538 -0.325512
-0.0775958 -0.0937487 0.721488 -0.681649
-0.222326 0.117222 0.717956 -0.649129
-0.226554 0.106272 0.719214 -0.648159
-0.224623 0.104633 0.722726 -0.645185
-0.0532736 -0.0342463 0.743391 -0.665852
-0.231884 0.127814 0.720983 -0.640372
-0.0587421 -0.0283584 0.747372 -0.661196
0.0917066 -0.0467867 0.74987 -0.653526
0.0566468 -0.0232616 0.751692 -0.656666
-0.199699 0.105012 0.726595 -0.648963
0.0547344 0.0216489 0.753135 -0.655228
0.0507233 0.00459949 0.749107 -0.660489
-0.167862 0.103963 0.72936 -0.655018
-0.165038 0.100839 0.729919 -0.6556
0.0296171 -0.0323308 0.746899 -0.663491
-0.00822766 -0.0237804 0.746384 -0.66504
0.00552766 -0.000490306 0.749386 -0.66211
0.0626866 0.0116556 0.720131 -0.690902
0.0305893 -0.0256406 0.749812 -0.660446
-0.00169113 0.00290208 0.752407 -0.65869
0.046386 0.0796381 0.75457 -0.649716
0.0446555 -0.0568583 0.74855 -0.659126
-0.237072 0.155604 0.71725 -0.636504
0.0474056 -0.0505319 0.746018 -0.662311
-0.0135494 -0.0158509 -0.705702 0.708202
-0.253146 0.137888 0.708938 -0.64367
-0.24733 0.162992 0.705204 -0.644166
-0.275728 0.159956 0.694665 -0.644848
0.0699411 -0.0288317 0.741962 -0.66616
-0.269904 0.142357 0.70158 -0.64395
0.044019 -0.00716926 0.742103 -0.668801
0.0538848 -0.0558567 0.740252 -0.667834
0.0764735 -0.0326179 0.742223 -0.664976
-0.227477 0.136251 0.716533 -0.64519
-0.212778 0.105939 0.726566 -0.644674
-0.194544 0.0973273 0.730628 -0.647197
0.146981 -0.0695375 0.740313 -0.652302
-0.0417369 -0.0160797 0.730075 -0.681901
-0.0512734 0.0167218 0.751952 -0.657008
-0.161291 0.0431718 0.742996 -0.648135
-0.0099287 0.0509557 0.743461 -0.666761
-0.193645 0.0642152 0.732707 -0.649244
-0.122543 -0.0284879 0.739435 -0.661367
0.0263895 0.00352471 0.727855 -0.685215
0.143308 0.0407036 0.719614 -0.678205
-0.0805005 0.00328131 0.731475 -0.677092
-0.173528 0.0210587 0.716265 -0.67558
0.358649 0.133495 -0.46772 0.796735
-0.00983652 0.0029669 0.717977 -0.695991
-0.174194 0.0297604 0.706849 -0.684935
-0.171838 0.0477719 0.701249 -0.690245
-0.155745 0.0476127 0.704717 -0.690544
0.0849087 -0.053607 0.704994 -0.702069
-6.32929e-05 0.000185773 -0.706417 0.707796
-0.0955741 0.00944463 -0.702744 0.704931
0.175292 -0.0675575 -0.693735 0.695299
0.176109 -0.0500642 -0.693486 0.696818
-0.000340442 -0.00127931 -0.706366 0.707846
-0.105156 0.0526851 -0.701031 0.703365
0.188647 -0.070794 -0.690294 0.694907
0.20864 -0.0798026 -0.688222 0.690254
0.00954036 -0.004699 0.708723 -0.705407
0.0107372 0.00406892 0.710714 -0.703387
0.222958 -0.0816247 -0.677784 0.695871
-0.131215 0.0243551 -0.692438 0.709027
0.222154 -0.0887066 -0.668962 0.703753
0.22832 -0.0971448 -0.667501 0.70205
0.248399 -0.109048 -0.661183 0.699459
0.261233 -0.108939 -0.656491 0.699221
0.253351 -0.0971315 -0.656557 0.703784
-0.0187529 0.00726837 -0.683871 0.729326
0.266521 -0.117266 -0.655245 0.697043
0.257609 -0.13318 -0.655678 0.697128
0.255089 -0.128214 -0.653785 0.700754
0.272053 -0.125737 -0.65389 0.694698
0.273001 -0.129388 -0.654259 0.693307
-0.00126842 -0.00495583 -0.691352 0.7225
0.277009 -0.142717 -0.654046 0.689291
0.314656 -0.128808 -0.650331 0.679316
0.057848 0.0287334 -0.658635 0.749685
0.306748 -0.143074 -0.649773 0.680611
0.32662 -0.131012 -0.646996 0.676426
-0.0814478 0.0585953 -0.700486 0.706578
0.0108106 -0.0117126 -0.693163 0.720605
-0.0681154 0.00834193 0.727646 -0.682511
-0.0356455 0.0480233 0.710652 -0.700997
0.378494 -0.135218 -0.625052 0.669155
0.387985 -0.13315 -0.620765 0.668123
0.389468 -0.144343 -0.615777 0.669551
0.403541 -0.14022 -0.602004 0.674599
0.41294 -0.146468 -0.594409 0.674318
0.407512 -0.148282 -0.5853 0.685106
0.407154 -0.139974 -0.57903 0.692356
0.412816 -0.118469 -0.573627 0.697495
0.400966 -0.103828 -0.571824 0.708141
-0.000891551 0.000191798 -0.704603 0.709601
0.398866 -0.0797713 -0.559338 0.722277
0.393533 -0.0643211 -0.557115 0.728435
0.397458 -0.0551958 -0.54928 0.732988
-0.359219 0.138398 -0.513359 0.766988
-0.238772 -0.236684 -0.557992 0.758692
-0.343691 0.155965 -0.487977 0.787039
0.37585 -0.044443 -0.50627 0.774889
0.364611 -0.0455931 -0.494374 0.787766
0.345022 -0.0403972 -0.483454 0.803492
0.329091 -0.0390158 -0.468785 0.81879
-0.267339 0.172998 -0.431184 0.844205
-0.237566 0.178927 -0.421744 0.856551
-0.221091 0.191793 -0.41137 0.863197
-0.213269 0.202162 -0.397682 0.869193
-0.0189584 0.0453469 -0.467612 0.882566
-0.161272 0.216177 -0.367191 0.890185
-0.148502 0.216081 -0.348797 0.899776
-0.14525 0.230426 -0.328746 0.904286
-0.127464 0.226225 -0.312112 0.913872
-0.117974 0.229376 -0.29218 0.920923
-0.103398 0.234472 -0.274233 0.926892
0.0220082 0.0295226 -0.25687 0.965744
-0.0932989 0.240234 -0.237177 0.936659
-0.0936569 0.229805 -0.22461 0.942321
-0.100069 0.234129 -0.207043 0.944618
-0.113418 0.234192 -0.19585 0.94548
-0.125397 0.215331 -0.188198 0.949995
0.0682673 -0.193445 -0.192895 0.959536
-0.133951 0.185509 -0.169187 0.958655
-0.126672 0.179887 -0.16447 0.961532
-0.129762 0.174037 -0.161219 0.962747
-0.122188 0.171324 -0.16116 0.964233
-0.123043 0.156461 -0.165341 0.965941
0.0576916 0.0308051 -0.0434412 0.996913
0.121362 -0.113894 -0.184631 0.968613
-0.12442 0.145256 -0.163931 0.967754
-0.114262 0.132384 -0.166208 0.97046
-0.104599 0.116188 -0.162966 0.974167
0.213967 -0.00471096 -0.168025 0.96227
0.0668339 0.026919 -0.0436789 0.996444
-0.107211 0.0782158 -0.138329 0.981455
-0.115624 0.0876219 -0.128763 0.981007
-0.128991 0.070949 -0.12079 0.981701
0.0564537 0.00310449 -0.0529868 0.996993
-0.148561 0.0638556 -0.100255 0.981734
-0.167056 0.0598064 -0.0950881 0.979527
0.0948285 0.0788663 -0.0475753 0.991224
-0.219109 0.0586792 -0.0814601 0.970522
0.473159 0.0885898 -0.102735 0.87047
-0.243503 0.0601861 -0.0774634 0.964927
0.501405 0.093076 -0.106093 0.853624
0.509861 0.101151 -0.103344 0.848015
-0.269085 0.0737945 -0.0638093 0.958163
0.516228 0.102506 -0.102525 0.844091
0.518853 0.102393 -0.102363 0.842514
-0.276956 0.0734197 -0.0590157 0.956254
-0.287507 0.0661653 -0.0630952 0.953405
-0.300228 0.0539862 -0.0683835 0.94988
0.494129 0.0827695 -0.0946622 0.860247
-0.332154 0.0272278 -0.0779625 0.939603
0.484994 0.0780271 -0.0924869 0.866105
0.489617 0.0853948 -0.0954114 0.862484
0.486456 0.0876127 -0.101544 0.86335
0.487986 0.0923011 -0.11215 0.860682
0.488656 0.0964086 -0.120414 0.858732
0.486065 0.10314 -0.133373 0.857505
0.482323 0.102411 -0.147309 0.857425
0.483123 0.104351 -0.163503 0.853797
-0.339978 -0.031599 -0.179314 0.922639
0.471965 0.10141 -0.198955 0.852867
0.468038 0.095747 -0.218148 0.85099
-0.342224 -0.032389 -0.236044 0.90891
0.453558 0.0890852 -0.258025 0.848394
0.447269 0.0826239 -0.279932 0.845436
-0.359496 -0.0261495 -0.294148 0.885187
-0.0443645 0.368472 -0.474445 0.798224
0.0394892 0.131664 -0.683935 0.716476
0.401887 0.0480817 -0.370302 0.836093
0.382598 0.0372917 -0.394228 0.834753
0.368419 0.0266945 -0.419243 0.829331
0.3425 0.0201988 -0.440958 0.829362
0.322353 0.00746858 -0.462125 0.82612
0.302504 -0.00359071 -0.481541 0.822555
0.275337 -0.0101783 -0.503302 0.819007
-0.182302 -0.0256338 -0.516251 0.836417
0.234959 -0.021318 -0.537619 0.80951
0.227843 -0.0338239 -0.550595 0.802364
0.217079 -0.0497227 -0.565648 0.794007
0.196579 -0.0639603 -0.577042 0.790119
0.181816 -0.0816449 -0.588863 0.783273
-0.229818 -0.0327608 -0.612308 0.755771
-0.208366 -0.017511 -0.629987 0.747926
-0.0156161 -0.115714 -0.61747 0.77788
0.0585702 0.0183594 -0.659441 0.749246
-0.179531 0.00860927 -0.673632 0.716878
-0.176459 -0.027198 -0.685243 0.706091
0.190002 0.0601764 0.694156 -0.691683
0.17306 -0.0197458 0.71553 -0.676519
